id,_id,label,label_short,parent,disambiguation-affix,region_level,iso_code,wikidata,start,end,_neighbours
Jevnaker,Jevnaker,Jevnaker kommune,Jevnaker,Oppland,,municipality,,486704,0,9,"Gran,Lunner,Ringerike"
Jondal,Jondal,Jondal kommune,Jondal,Hordaland,,municipality,,113638,0,9,"Ullensvang,Kvinnherad,Kvam"
Jølster,Jølster,Jølster kommune,Jølster,Sogn og Fjordane,,municipality,,484101,0,9,"Gloppen,Stryn,Luster,Sogndal,Førde,Naustdal"
Karasjok,Karasjok,Karasjok kommune,Karasjok,Finnmark,,municipality,,1825,0,9,"Kautokeino,Alta,Porsanger,Tana"
Karlsøy,Karlsøy,Karlsøy kommune,Karlsøy,Troms,,municipality,,48728,0,9,"Tromsø,Lyngen,Skjervøy"
Karmøy,Karmøy,Karmøy kommune,Karmøy,Rogaland,,municipality,,483902,0,9,"Haugesund,Tysvær,Bokn,Kvitsøy,Utsira"
Kautokeino,Kautokeino,Kautokeino kommune,Kautokeino,Finnmark,,municipality,,6459,0,9,"Alta,Karasjok,Nordreisa,Kvænangen"
Klepp,Klepp,Klepp kommune,Klepp,Rogaland,,municipality,,500223,0,9,"Sola,Sandnes,Time,Hå"
Klæbu,Klæbu,Klæbu kommune,Klæbu,Trøndelag,,municipality,,484106,0,9,"Trondheim,Selbu,Melhus,Malvik"
Kongsberg,Kongsberg,Kongsberg kommune,Kongsberg,Buskerud,,municipality,,108988,0,9,"Flesberg,Øvre Eiker,Hof (until 2017-12-31),Skien,Siljan,Lardal (until 2017-12-31),Notodden,Sauherad,Holmestrand,Larvik"
Kongsvinger,Kongsvinger,Kongsvinger kommune,Kongsvinger,Hedmark,,municipality,,109499,0,9,"Eidskog,Sør-Odal,Grue"
Kragerø,Kragerø,Kragerø kommune,Kragerø,Telemark,,municipality,,2372,0,9,"Risør,Gjerstad,Drangedal,Bamble"
Kristiansand (Vest-Agder),Kristiansand (Vest-Agder),Kristiansand kommune,Kristiansand,Vest-Agder,{0} i Vest-Agder,municipality,,2415,0,9,"Søgne,Songdalen,Vennesla,Birkenes,Lillesand"
Kristiansund (Møre og Romsdal),Kristiansund (Møre og Romsdal),Kristiansund kommune,Kristiansund,Møre og Romsdal,{0} i Møre og Romsdal,municipality,,109483,2008-01-01,9,"Smøla,Aure,Tingvoll,Gjemnes,Averøy"
Krødsherad,Krødsherad,Krødsherad kommune,Krødsherad,Buskerud,,municipality,,48886,0,9,"Ringerike,Flå,Sigdal,Modum"
Kvalsund,Kvalsund,Kvalsund kommune,Kvalsund,Finnmark,,municipality,,493007,0,9,"Hammerfest,Alta,Måsøy,Porsanger"
Kvam,Kvam,Kvam herad,Kvam,Hordaland,,municipality,,487529,0,9,"Vaksdal,Voss,Granvin,Kvinnherad,Fusa,Samnanger,Ullensvang,Jondal"
Kvinesdal,Kvinesdal,Kvinesdal kommune,Kvinesdal,Vest-Agder,,municipality,,488747,0,9,"Bygland,Flekkefjord,Sirdal,Åseral,Hægebostad,Lyngdal,Farsund"
Kvinnherad,Kvinnherad,Kvinnherad kommune,Kvinnherad,Hordaland,,municipality,,484070,0,9,"Kvam,Fusa,Jondal,Ullensvang,Odda,Etne,Vindafjord,Stord,Tysnes"
Kviteseid,Kviteseid,Kviteseid kommune,Kviteseid,Telemark,,municipality,,2232,0,9,"Seljord,Nome,Drangedal,Nissedal,Fyresdal,Tokke,Bø"
Kvitsøy,Kvitsøy,Kvitsøy kommune,Kvitsøy,Rogaland,,municipality,,494024,0,9,"Karmøy,Bokn,Rennesøy,Randaberg"
Kvæfjord,Kvæfjord,Kvæfjord kommune,Kvæfjord,Troms,,municipality,,649541,0,9,"Harstad,Tjeldsund,Lødingen,Sortland"
Kvænangen,Kvænangen,Kvænangen kommune,Kvænangen,Troms,,municipality,,488959,0,9,"Loppa,Alta,Kautokeino,Nordreisa,Skjervøy"
Kåfjord,Kåfjord,Kåfjord kommune,Kåfjord,Troms,,municipality,,493942,0,9,"Nordreisa,Storfjord,Lyngen"
Lardal (until 2017-12-31),Lardal,Lardal kommune,Lardal,Vestfold,,municipality,,500290,0,2017-12-31,"Kongsberg,Hof (until 2017-12-31),Re,Andebu,Larvik,Siljan,Sandefjord"
Larvik (until 2017-12-31),Larvik,Larvik kommune,Larvik,Vestfold,,municipality,,156125,0,2017-12-31,"Lardal (until 2017-12-31),Andebu,Sandefjord,Porsgrunn,Siljan"
Lavangen,Lavangen,Lavangen kommune,Lavangen,Troms,,municipality,,502217,0,9,"Salangen,Bardu,Narvik,Gratangen,Ibestad"
Lebesby,Lebesby,Lebesby kommune,Lebesby,Finnmark,,municipality,,48760,0,9,"Nordkapp,Gamvik,Tana,Porsanger"
Leikanger,Leikanger,Leikanger kommune,Leikanger,Sogn og Fjordane,,municipality,,107396,0,9,"Balestrand,Sogndal,Vik"
Leirfjord,Leirfjord,Leirfjord kommune,Leirfjord,Nordland,,municipality,,48870,0,9,"Hemnes,Vefsn,Alstahaug,Dønna,Nesna,Rana"
Leka,Leka,Leka kommune,Leka,Trøndelag,,municipality,,503591,0,9,"Nærøy,Vikna,Bindal"
Leksvik (until 2017-12-31),Leksvik,Leksvik kommune,Leksvik,Trøndelag,,municipality,,389371,0,2017-12-31,"Verran,Inderøy,Rissa (until 2017-12-31),Frosta,Trondheim"
Lenvik,Lenvik,Lenvik kommune,Lenvik,Troms,,municipality,,499770,0,9,"Tromsø,Balsfjord,Målselv,Sørreisa,Tranøy,Berg"
Lesja,Lesja,Lesja kommune,Lesja,Oppland,,municipality,,488405,0,9,"Nesset,Sunndal,Oppdal,Dovre,Vågå,Lom,Skjåk,Rauma"
Levanger,Levanger,Levanger kommune,Levanger,Trøndelag,,municipality,,216430,0,9,"Verdal,Stjørdal,Frosta,Inderøy"
Lier,Lier,Lier kommune,Lier,Buskerud,,municipality,,488607,0,9,"Modum,Hole,Bærum,Asker,Røyken,Drammen,Nedre Eiker,Øvre Eiker"
Lierne,Lierne,Lierne kommune,Lierne,Trøndelag,,municipality,,493999,0,9,"Snåsa,Grong,Røyrvik"
Lillehammer,Lillehammer,Lillehammer kommune,Lillehammer,Oppland,,municipality,,101341,0,9,"Øyer,Ringsaker,Gjøvik,Nordre Land,Gausdal"
Lillesand,Lillesand,Lillesand kommune,Lillesand,Aust-Agder,,municipality,,90593,0,9,"Kristiansand (Vest-Agder),Birkenes,Grimstad"
Lindesnes,Lindesnes,Lindesnes kommune,Lindesnes,Vest-Agder,,municipality,,489038,0,9,"Lyngdal,Audnedal,Marnardal,Mandal"
Lindås,Lindås,Lindås kommune,Lindås,Hordaland,,municipality,,113682,0,9,"Masfjorden,Modalen,Radøy,Austrheim,Gulen,Vaksdal,Osterøy,Bergen,Meland"
Lom,Lom,Lom kommune,Lom,Oppland,,municipality,,488395,0,9,"Skjåk,Lesja,Vågå,Vang,Luster"
Loppa,Loppa,Loppa kommune,Loppa,Finnmark,,municipality,,48848,0,9,"Hasvik,Alta,Kvænangen,Skjervøy"
Lund,Lund,Lund kommune,Lund,Rogaland,,municipality,,515536,0,9,"Sirdal,Flekkefjord,Sokndal,Eigersund"
Lunner,Lunner,Lunner kommune,Lunner,Oppland,,municipality,,488398,0,9,"Gran,Nannestad,Nittedal,Oslo,Ringerike,Jevnaker"
Lurøy,Lurøy,Lurøy kommune,Lurøy,Nordland,,municipality,,48341,0,9,"Rødøy,Rana,Nesna,Dønna,Træna"
Luster,Luster,Luster kommune,Luster,Sogn og Fjordane,,municipality,,503612,0,9,"Stryn,Skjåk,Lom,Vang,Årdal,Sogndal,Jølster"
Lyngdal,Lyngdal,Lyngdal kommune,Lyngdal,Vest-Agder,,municipality,,505952,0,9,"Farsund,Kvinesdal,Hægebostad,Audnedal,Lindesnes"
Lyngen,Lyngen,Lyngen kommune,Lyngen,Troms,,municipality,,494018,0,9,"Karlsøy,Tromsø,Skjervøy,Nordreisa,Kåfjord,Storfjord"
Lærdal,Lærdal,Lærdal kommune,Lærdal,Sogn og Fjordane,,municipality,,488975,0,9,"Årdal,Vang,Hemsedal,Ål,Hol,Aurland,Vik,Sogndal"
Lødingen,Lødingen,Lødingen kommune,Lødingen,Nordland,,municipality,,484252,0,9,"Sortland,Kvæfjord,Tjeldsund,Vågan,Hadsel"
Lørenskog,Lørenskog,Lørenskog kommune,Lørenskog,Akershus,,municipality,,57860,0,9,"Skedsmo,Rælingen,Enebakk,Oslo"
Løten,Løten,Løten kommune,Løten,Hedmark,,municipality,,488951,0,9,"Hamar,Åmot,Elverum,Våler (Hedmark),Stange"
Malvik,Malvik,Malvik kommune,Malvik,Trøndelag,,municipality,,493988,0,9,"Stjørdal,Selbu,Trondheim"
Mandal,Mandal,Mandal kommune,Mandal,Vest-Agder,,municipality,,108966,0,9,"Lindesnes,Marnardal,Søgne"
Marker,Marker,Marker kommune,Marker,Østfold,,municipality,,486736,0,9,"Aremark,Rakkestad,Eidsberg,Rømskog,Aurskog-Høland"
Marnardal,Marnardal,Marnardal kommune,Marnardal,Vest-Agder,,municipality,,378704,0,9,"Lindesnes,Audnedal,Evje og Hornnes,Vennesla,Songdalen,Søgne,Mandal"
Masfjorden,Masfjorden,Masfjorden kommune,Masfjorden,Hordaland,,municipality,,48299,0,9,"Gulen,Høyanger,Modalen,Lindås"
Meland,Meland,Meland kommune,Meland,Hordaland,,municipality,,488392,0,9,"Bergen,Radøy,Lindås,Askøy"
Meldal,Meldal,Meldal kommune,Meldal,Trøndelag,,municipality,,484191,0,9,"Orkdal,Melhus,Midtre Gauldal,Rennebu,Rindal"
Melhus,Melhus,Melhus kommune,Melhus,Trøndelag,,municipality,,488762,0,9,"Trondheim,Klæbu,Selbu,Midtre Gauldal,Meldal,Orkdal,Skaun"
Meløy,Meløy,Meløy kommune,Meløy,Nordland,,municipality,,48323,0,9,"Gildeskål,Beiarn,Rana,Rødøy"
Meråker,Meråker,Meråker kommune,Meråker,Trøndelag,,municipality,,48732,0,9,"Verdal,Stjørdal,Selbu,Tydal"
Midsund,Midsund,Midsund kommune,Midsund,Møre og Romsdal,,municipality,,488380,0,9,"Aukra,Molde,Vestnes,Haram,Sandøy"
Midtre Gauldal,Midtre Gauldal,Midtre Gauldal kommune,Midtre Gauldal,Trøndelag,,municipality,,492244,0,9,"Melhus,Selbu,Holtålen,Os (Hedmark),Tynset,Rennebu,Meldal"
Modalen,Modalen,Modalen kommune,Modalen,Hordaland,,municipality,,202605,0,9,"Høyanger,Vik,Vaksdal,Lindås,Masfjorden"
Modum,Modum,Modum kommune,Modum,Buskerud,,municipality,,484001,0,9,"Krødsherad,Ringerike,Hole,Lier,Øvre Eiker,Sigdal,Nedre Eiker"
Molde,Molde,Molde kommune,Molde,Møre og Romsdal,,municipality,,104095,0,9,"Aukra,Fræna,Gjemnes,Nesset,Rauma,Vestnes,Midsund"
Moskenes,Moskenes,Moskenes kommune,Moskenes,Nordland,,municipality,,487636,0,9,"Værøy,Flakstad"
Moss,Moss,Moss kommune,Moss,Østfold,,municipality,,109021,0,9,"Vestby,Våler (Østfold),Rygge"
Målselv,Målselv,Målselv kommune,Målselv,Troms,,municipality,,488955,0,9,"Lenvik,Balsfjord,Storfjord,Bardu,Sørreisa"
Måsøy,Måsøy,Måsøy kommune,Måsøy,Finnmark,,municipality,,113697,0,9,"Kvalsund,Porsanger,Nordkapp"
Namdalseid,Namdalseid,Namdalseid kommune,Namdalseid,Trøndelag,,municipality,,502193,0,9,"Namsos,Steinkjer,Verran,Åfjord,Roan,Osen,Flatanger"
Namsos,Namsos,Namsos kommune,Namsos,Trøndelag,,municipality,,111039,0,9,"Fosnes,Overhalla,Namdalseid,Flatanger"
Namsskogan,Namsskogan,Namsskogan kommune,Namsskogan,Trøndelag,,municipality,,493996,0,9,"Røyrvik,Høylandet,Grong,Bindal,Grane"
Nannestad,Nannestad,Nannestad kommune,Nannestad,Akershus,,municipality,,57862,0,9,"Gran,Hurdal,Eidsvoll,Ullensaker,Gjerdrum,Nittedal,Lunner"
Narvik,Narvik,Narvik kommune,Narvik,Nordland,,municipality,,59101,0,9,"Ballangen,Evenes,Skånland,Gratangen,Lavangen,Bardu"
Naustdal,Naustdal,Naustdal kommune,Naustdal,Sogn og Fjordane,,municipality,,503622,0,9,"Gloppen,Jølster,Flora,Førde,Askvoll"
Nedre Eiker,Nedre Eiker,Nedre Eiker kommune,Nedre Eiker,Buskerud,,municipality,,110268,0,9,"Lier,Modum,Drammen,Hof (until 2017-12-31),Øvre Eiker,Holmestrand"
Nes,Nes,Nes kommune i Akershus,Nes,Akershus,,municipality,,488026,0,9,"Eidsvoll,Nord-Odal,Sør-Odal,Eidskog,Aurskog-Høland,Sørum,Ullensaker"
Nesna,Nesna,Nesna kommune,Nesna,Nordland,,municipality,,494062,0,9,"Rana,Lurøy,Leirfjord,Dønna"
Nesodden,Nesodden,Nesodden kommune,Nesodden,Akershus,,municipality,,57864,0,9,"Frogn,Oslo,Bærum,Asker"
Nesseby,Nesseby,Nesseby kommune,Nesseby,Finnmark,,municipality,,113662,0,9,"Tana,Vadsø,Sør-Varanger,Utsjok"
Nesset,Nesset,Nesset kommune,Nesset,Møre og Romsdal,,municipality,,484046,0,9,"Gjemnes,Sunndal,Lesja,Rauma,Molde,Tingvoll"
Nissedal,Nissedal,Nissedal kommune,Nissedal,Telemark,,municipality,,2229,0,9,"Kviteseid,Drangedal,Gjerstad,Vegårshei,Åmli,Fyresdal"
Nittedal,Nittedal,Nittedal kommune,Nittedal,Akershus,,municipality,,57865,0,9,"Lunner,Nannestad,Gjerdrum,Skedsmo,Oslo"
Nome,Nome,Nome kommune,Nome,Telemark,,municipality,,2375,0,9,"Sauherad,Bø,Skien,Drangedal,Kviteseid"
Nord-Aurdal,Nord-Aurdal,Nord-Aurdal kommune,Nord-Aurdal,Oppland,,municipality,,484074,0,9,"Gausdal,Nordre Land,Etnedal,Sør-Aurdal,Gol,Hemsedal,Vestre Slidre,Øystre Slidre"
Nord-Fron,Nord-Fron,Nord-Fron kommune,Nord-Fron,Oppland,,municipality,,488401,0,9,"Sel,Sør-Fron,Øystre Slidre,Vågå"
Nord-Odal,Nord-Odal,Nord-Odal kommune,Nord-Odal,Hedmark,,municipality,,484218,0,9,"Stange,Åsnes,Grue,Sør-Odal,Nes,Eidsvoll"
Norddal,Norddal,Norddal kommune,Norddal,Møre og Romsdal,,municipality,,494011,0,9,"Stordal,Rauma,Skjåk,Stranda"
Nordkapp,Nordkapp,Nordkapp kommune,Nordkapp,Finnmark,,municipality,,62641,0,9,"Måsøy,Porsanger,Lebesby"
Nordre Land,Nordre Land,Nordre Land kommune,Nordre Land,Oppland,,municipality,,486741,0,9,"Nord-Aurdal,Gausdal,Lillehammer,Gjøvik,Søndre Land,Sør-Aurdal,Etnedal"
Nordreisa,Nordreisa,Nordreisa kommune,Nordreisa,Troms,,municipality,,494059,0,9,"Skjervøy,Kvænangen,Kautokeino,Kåfjord,Lyngen"
Nore og Uvdal,Nore og Uvdal,Nore og Uvdal kommune,Nore og Uvdal,Buskerud,,municipality,,48924,0,9,"Hol,Ål,Nes,Flå,Sigdal,Rollag,Tinn,Vinje,Eidfjord"
Notodden,Notodden,Notodden kommune,Notodden,Telemark,,municipality,,2326,0,9,"Seljord,Hjartdal,Tinn,Flesberg,Kongsberg,Sauherad,Bø"
Nærøy,Nærøy,Nærøy kommune,Nærøy,Trøndelag,,municipality,,488979,0,9,"Leka,Bindal,Høylandet,Fosnes,Vikna"
Nøtterøy (until 2017-12-31),Nøtterøy,Nøtterøy kommune,Nøtterøy,Vestfold,,municipality,,206469,0,2017-12-31,"Tønsberg,Tjøme,Stokke (until 2016-12-31),Sandefjord"
Odda,Odda,Odda kommune,Odda,Hordaland,,municipality,,109494,0,9,"Ullensvang,Vinje,Suldal,Sauda,Etne,Kvinnherad"
Oppdal,Oppdal,Oppdal kommune,Oppdal,Trøndelag,,municipality,,113595,0,9,"Surnadal,Rindal,Rennebu,Tynset,Folldal,Dovre,Lesja,Sunndal"
Oppegård,Oppegård,Oppegård kommune,Oppegård,Akershus,,municipality,,57868,0,9,"Oslo,Ski,Ås"
Orkdal,Orkdal,Orkdal kommune,Orkdal,Trøndelag,,municipality,,500284,0,9,"Snillfjord,Agdenes,Hemne,Rindal,Meldal,Melhus,Skaun"
Os (Hedmark),Os (Hedmark),Os kommune,Os,Hedmark,{0} i Hedmark,municipality,,507562,0,9,"Midtre Gauldal,Holtålen,Røros,Engerdal,Tolga,Tynset"
Os (Hordaland),Os (Hordaland),Os kommune,Os,Hordaland,{0} i Hordaland,municipality,,493936,0,9,"Bergen,Samnanger,Fusa,Tysnes,Austevoll"
Osen,Osen,Osen kommune,Osen,Trøndelag,,municipality,,484257,0,9,"Flatanger,Namdalseid,Roan"
Oslo,Oslo fylke,Oslo kommune,Oslo,Oslo fylke,,municipality,,585,0,9,"Bærum,Ringerike,Lunner,Nittedal,Skedsmo,Lørenskog,Enebakk,Ski,Oppegård,Akershus,Oppland,Buskerud,Nesodden"
Osterøy,Osterøy,Osterøy kommune,Osterøy,Hordaland,,municipality,,488067,0,9,"Vaksdal,Lindås"
Overhalla,Overhalla,Overhalla kommune,Overhalla,Trøndelag,,municipality,,499761,0,9,"Fosnes,Høylandet,Grong,Snåsa,Steinkjer,Namsos"
Porsanger,Porsanger,Porsanger kommune,Porsanger,Finnmark,,municipality,,483885,0,9,"Kvalsund,Måsøy,Nordkapp,Lebesby,Karasjok,Alta,Tana"
Porsgrunn,Porsgrunn,Porsgrunn kommune,Porsgrunn,Telemark,,municipality,,2290,0,9,"Skien,Siljan,Larvik,Bamble"
Radøy,Radøy,Radøy kommune,Radøy,Hordaland,,municipality,,488966,0,9,"Lindås,Meland,Askøy,Øygarden,Fedje,Austrheim"
Rakkestad,Rakkestad,Rakkestad kommune,Rakkestad,Østfold,,municipality,,483969,0,9,"Sarpsborg,Skiptvet,Eidsberg,Marker,Aremark,Halden"
Rana,Rana,Rana kommune,Rana,Nordland,,municipality,,484322,0,9,"Meløy,Beiarn,Saltdal,Hemnes,Leirfjord,Nesna,Lurøy,Rødøy"
Randaberg,Randaberg,Randaberg kommune,Randaberg,Rogaland,,municipality,,492115,0,9,"Stavanger,Sola,Rennesøy,Kvitsøy"
Rauma,Rauma,Rauma kommune,Rauma,Møre og Romsdal,,municipality,,500205,0,9,"Nesset,Lesja,Skjåk,Norddal,Stordal,Vestnes,Molde"
Re,Re,Re kommune,Re,Vestfold,,municipality,,499570,0,9,"Hof (until 2017-12-31),Holmestrand,Horten,Tønsberg,Sandefjord,Lardal (until 2017-12-31),Larvik,Andebu,Stokke (until 2016-12-31)"
Rendalen,Rendalen,Rendalen kommune,Rendalen,Hedmark,,municipality,,488229,0,9,"Alvdal,Tynset,Tolga,Engerdal,Trysil,Åmot,Stor-Elvdal"
Rennebu,Rennebu,Rennebu kommune,Rennebu,Trøndelag,,municipality,,488124,0,9,"Meldal,Midtre Gauldal,Tynset,Oppdal,Rindal"
Rennesøy,Rennesøy,Rennesøy kommune,Rennesøy,Rogaland,,municipality,,494045,0,9,"Stavanger,Randaberg,Kvitsøy,Finnøy,Bokn"
Rindal,Rindal,Rindal kommune,Rindal,Møre og Romsdal,,municipality,,488242,0,9,"Hemne,Orkdal,Meldal,Rennebu,Oppdal,Surnadal"
Ringebu,Ringebu,Ringebu kommune,Ringebu,Oppland,,municipality,,48637,0,9,"Stor-Elvdal,Øyer,Gausdal,Sør-Fron"
Ringerike,Ringerike,Ringerike kommune,Ringerike,Buskerud,,municipality,,110848,0,9,"Sør-Aurdal,Søndre Land,Gran,Jevnaker,Lunner,Oslo,Bærum,Hole,Modum,Krødsherad,Flå"
Ringsaker,Ringsaker,Ringsaker kommune,Ringsaker,Hedmark,,municipality,,113466,0,9,"Lillehammer,Øyer,Stor-Elvdal,Åmot,Stange,Østre Toten,Gjøvik,Hamar"
Rissa (until 2017-12-31),Rissa,Rissa kommune,Rissa,Trøndelag,,municipality,,488157,0,2017-12-31,"Bjugn,Åfjord,Verran,Leksvik (until 2017-12-31),Trondheim,Agdenes"
Risør,Risør,Risør kommune,Risør,Aust-Agder,,municipality,,90595,0,9,"Tvedestrand,Vegårshei,Gjerstad,Kragerø"
Roan,Roan,Roan kommune,Roan,Trøndelag,,municipality,,503600,0,9,"Osen,Åfjord,Namdalseid"
Rollag,Rollag,Rollag kommune,Rollag,Buskerud,,municipality,,483911,0,9,"Nore og Uvdal,Sigdal,Flesberg,Tinn"
Rygge,Rygge,Rygge kommune,Rygge,Østfold,,municipality,,486696,0,9,"Moss,Våler (Østfold),Råde"
Rælingen,Rælingen,Rælingen kommune,Rælingen,Akershus,,municipality,,57870,0,9,"Skedsmo,Fet,Enebakk,Lørenskog"
Rødøy,Rødøy,Rødøy kommune,Rødøy,Nordland,,municipality,,488046,0,9,"Meløy,Rana,Lurøy,Træna"
Rømskog,Rømskog,Rømskog kommune,Rømskog,Østfold,,municipality,,113622,0,9,"Aurskog-Høland,Marker"
Røros,Røros,Røros kommune,Røros,Trøndelag,,municipality,,108999,0,9,"Tydal,Holtålen,Os (Hedmark),Engerdal"
Røst,Røst,Røst kommune,Røst,Nordland,,municipality,,130048,0,9,Værøy
Røyken,Røyken,Røyken kommune,Røyken,Buskerud,,municipality,,488663,0,9,"Lier,Asker,Hurum"
Røyrvik,Røyrvik,Røyrvik kommune,Røyrvik,Trøndelag,,municipality,,484088,0,9,"Namsskogan,Lierne,Grane,Hattfjelldal"
Råde,Råde,Råde kommune,Råde,Østfold,,municipality,,483906,0,9,"Rygge,Våler (Østfold),Sarpsborg,Fredrikstad"
Salangen,Salangen,Salangen kommune,Salangen,Troms,,municipality,,500194,0,9,"Dyrøy,Sørreisa,Bardu,Lavangen,Ibestad"
Saltdal,Saltdal,Saltdal kommune,Saltdal,Nordland,,municipality,,48880,0,9,"Rana,Fauske,Bodø,Beiarn"
Samnanger,Samnanger,Samnanger kommune,Samnanger,Hordaland,,municipality,,488234,0,9,"Vaksdal,Kvam,Fusa,Os (Hordaland),Bergen"
Sande (Vestfold),Sande (Vestfold),Sande kommune,Sande,Vestfold,{0} i Vestfold,municipality,,183029,0,9,"Drammen,Svelvik,Holmestrand,Hof (until 2017-12-31)"
Sande (Møre og Romsdal),Sande (Møre og Romsdal),Sande kommune,Sande,Møre og Romsdal,{0} i Møre og Romsdal,municipality,,501510,0,9,"Herøy (Møre og Romsdal),Vanylven,Selje"
Sandefjord (until 2016-12-31),Sandefjord,Sandefjord kommune,Sandefjord,Vestfold,,municipality,,109005,0,2016-12-31,"Larvik,Tjøme,Andebu,Stokke (until 2016-12-31)"
Sandnes,Sandnes,Sandnes kommune,Sandnes,Rogaland,,municipality,,27587,0,9,"Gjesdal,Time,Stavanger,Klepp,Sola,Forsand"
Sandøy,Sandøy,Sandøy kommune,Sandøy,Møre og Romsdal,,municipality,,48794,0,9,"Aukra,Midsund,Haram"
Sarpsborg,Sarpsborg,Sarpsborg kommune,Sarpsborg,Østfold,,municipality,,108025,0,9,"Våler (Østfold),Skiptvet,Rakkestad,Halden,Fredrikstad,Råde,Hvaler"
